id,companyId,companyName,headquarters,ecosystemName,primaryTag,leadInvestors,investors,roundType,date,amount,year,yearQuarter
546,352,li-cycle,toronto,toronto,cleantech,unknown,unknown,series c,2020-11-20,0,2020,2020 Q4
547,60,aya payments,toronto,toronto,healthtech,unknown,unknown,seed,2020-11-21,3929500,2020,2020 Q4
549,323,key,toronto,toronto,propertytech,unknown,unknown,seed,2020-11-24,2610000,2020,2020 Q4
550,258,gatik,toronto,toronto,transportation,unknown,unknown,series a,2020-11-24,33875000,2020,2020 Q4
551,401,mother raw,toronto,toronto,ecommerce,forage capital partners,"export development canada, forage capital partners, whitecap venture partners",series a,2020-11-25,8265500,2020,2020 Q4
552,505,purefacts financial,toronto,toronto,fintech,unknown,"scotia bank, round13 capital",unknown,2020-11-25,20000000,2020,2020 Q4
555,576,solar stream green energy group,calgary,alberta,greentech,unknown,unknown,pre-seed,2020-11-25,50000,2020,2020 Q4
556,274,hausvalet,montreal,quebec,propertytech,unknown,unknown,pre-seed,2020-11-25,790064,2020,2020 Q4
558,430,nudge rewards,toronto,toronto,retailtech,unknown,unknown,unknown,2020-11-30,7992600,2020,2020 Q4
561,263,giiant pharma,montreal,quebec,biotech,unknown,unknown,seed,2020-12-01,7500000,2020,2020 Q4
562,458,ossiaco,montreal,quebec,saas,unknown,unknown,series a,2020-12-01,0,2020,2020 Q4
563,999,planned,montreal,quebec,mobile,unknown,unknown,unknown,2020-12-01,4700000,2020,2020 Q4
564,603,stratuscent,montreal,quebec,ai,unknown,unknown,series a,2020-12-02,2150163,2020,2020 Q4
566,304,innerspace,toronto,toronto,analytics,unknown,unknown,unknown,2020-12-03,1000000,2020,2020 Q4
567,6,aceage,burlington,toronto,healthtech,longliv ventures,"bloom burton & co., longliv ventures",series a,2020-12-03,5000000,2020,2020 Q4
568,570,skygauge,toronto,toronto,robotics,unknown,unknown,seed,2020-12-04,3350000,2020,2020 Q4
569,320,kenota health,waterloo,waterloo region,healthtech,unknown,unknown,series a,2020-12-07,11000000,2020,2020 Q4
571,89,boxknight,montreal,quebec,logisticstech,unknown,unknown,unknown,2020-12-07,0,2020,2020 Q4
572,636,thrive career wellness,toronto,toronto,hrtech,unknown,unknown,seed,2020-12-08,1400000,2020,2020 Q4
573,20,aifred health,montreal,quebec,healthtech,"bdc capital, medteq+","bdc capital, medteq+",seed,2020-12-08,4000000,2020,2020 Q4
574,245,fody food co.,montreal,quebec,ecommerce,unknown,unknown,unknown,2020-12-08,8500000,2020,2020 Q4
575,85,boast.ai,san francisco,british columbia,fintech,radian capital,unknown,series a,2020-12-10,30000000,2020,2020 Q4
576,491,potloc,montreal,quebec,martech,"brightspark ventures, caphorn invest, desjardins venture capital, ecofuel, investissement quebec","brightspark ventures, caphorn invest, desjardins venture capital, ecofuel, investissement quebec",series a,2020-12-10,11141000,2020,2020 Q4
577,530,rockmass technologies,toronto,toronto,hardware,unknown,unknown,seed,2020-12-15,2500000,2020,2020 Q4
578,554,sherpa,toronto,toronto,traveltech,unknown,unknown,series a,2020-12-15,8409225,2020,2020 Q4
579,173,darwin ai,waterloo,waterloo region,ai,unknown,unknown,series a,2020-12-15,6775000,2020,2020 Q4
580,41,arbor,calgary,alberta,marketplace,unknown,unknown,seed,2020-12-15,700000,2020,2020 Q4
581,468,paper,montreal,quebec,edtech,framework venture partners,"birchmere ventures, bullpen capital, framework venture partners, reach capital, real ventures, salesforce ventures",series b,2020-12-15,16887296,2020,2020 Q4
582,520,repare therapeutics,montreal,quebec,biotech,unknown,unknown,unknown,2020-12-15,0,2020,2020 Q4
583,53,autoleap,toronto,toronto,saas,threshold,"codename ventures, global founders capital, liquid 2 ventures, maple vc, threshold",seed,2020-12-16,8000000,2020,2020 Q4
584,410,neo financial,calgary,alberta,fintech,valar ventures,"afore capital, district ventures capital, fj labs, golden ventures, inovia capital, maple vc, thomvest ventures, tobias lütke, valar ventures",series a,2020-12-16,50000000,2020,2020 Q4
585,585,spark microsystems,montreal,quebec,hardware,unknown,unknown,series a,2020-12-16,0,2020,2020 Q4
586,643,tokens.com,toronto,toronto,fintech,unknown,unknown,seed,2020-12-17,2170000,2020,2020 Q4
587,400,mosaic manufacturing,toronto,toronto,3dtech,unknown,unknown,unknown,2020-12-17,2421607,2020,2020 Q4
588,373,mappedin,waterloo,waterloo region,saas,unknown,unknown,unknown,2020-12-17,3000000,2020,2020 Q4
589,433,nuvessl,calgary,alberta,nanotech,unknown,unknown,seed,2020-12-17,1761500,2020,2020 Q4
590,370,makila ai,montreal,quebec,ai,unknown,unknown,series a,2020-12-17,2000000,2020,2020 Q4
591,492,powerside,toronto,toronto,analytics,unknown,unknown,unknown,2020-12-17,3995700,2020,2020 Q4
592,706,wizebank,british columbia,british columbia,fintech,unknown,unknown,pre-seed,2020-12-18,300000,2020,2020 Q4
593,511,radiant biotherapeutics,toronto,toronto,biotech,unknown,unknown,seed,2020-12-20,5400000,2020,2020 Q4
594,652,tritonwear,toronto,toronto,wearables,unknown,unknown,unknown,2020-12-21,1000000,2020,2020 Q4
595,370,makila ai,montreal,quebec,ai,crédit mutuel equity,crédit mutuel equity,unknown,2020-12-21,0,2020,2020 Q4
596,534,rotoliptic technologies,british columbia,british columbia,cleantech,unknown,unknown,series a,2020-12-22,2000000,2020,2020 Q4
597,262,genxys health care systems,vancouver,british columbia,biotech,unknown,unknown,unknown,2020-12-22,3008309,2020,2020 Q4
598,588,sportlogiq,montreal,quebec,analytics,unknown,unknown,unknown,2020-12-22,11000005,2020,2020 Q4
601,94,bright angel therapeutics,toronto,toronto,biotech,unknown,unknown,seed,2020-12-24,0,2020,2020 Q4
602,51,atomic finance,toronto,toronto,fintech,unknown,unknown,seed,2020-12-27,0,2020,2020 Q4
603,687,visualping,vancouver,british columbia,saas,unknown,unknown,unknown,2020-12-29,0,2020,2020 Q4
604,101,builddirect technologies,british columbia,british columbia,ecommerce,unknown,unknown,unknown,2020-12-31,20325000,2020,2020 Q4
605,276,headversity,calgary,alberta,edtech,unknown,unknown,seed,2020-12-31,2300000,2020,2020 Q4
606,108,calico,toronto,toronto,marketplace,forum ventures,"forum ventures, right side capital management",pre-seed,2021-01-01,127510,2021,2021 Q1
607,519,renos,toronto,toronto,marketplace,next canada,next canada,pre-seed,2021-01-01,0,2021,2021 Q1
609,488,plural,vancouver,british columbia,consumer,unknown,unknown,pre-seed,2021-01-01,100000,2021,2021 Q1
610,638,thyforlife health,vancouver,british columbia,healthtech,unknown,unknown,pre-seed,2021-01-01,0,2021,2021 Q1
611,289,houski,calgary,alberta,fintech,unknown,unknown,pre-seed,2021-01-01,50000,2021,2021 Q1
612,475,periculum,waterloo,waterloo region,fintech,unknown,unknown,pre-seed,2021-01-04,0,2021,2021 Q1
613,81,blockcerts blockchain,victoria,british columbia,fintech,unknown,unknown,series a,2021-01-04,0,2021,2021 Q1
614,188,firefly exchange,toronto,toronto,blockchain,polychain,"au21 capital, cms holdings, divergence ventures, hypersphere ventures, meltem demirors, parafi capital, pnyx ventures, polychain",pre-seed,2021-01-05,1124570,2021,2021 Q1
615,299,ilobby,toronto,toronto,saas,unknown,insight partners,unknown,2021-01-05,126770000,2021,2021 Q1
616,229,field safe solutions,calgary,alberta,saas,unknown,unknown,unknown,2021-01-05,2965023,2021,2021 Q1
617,625,the happenin company,toronto,toronto,analytics,unknown,unknown,pre-seed,2021-01-06,317125,2021,2021 Q1
618,368,lungpacer medical,british columbia,british columbia,healthtech,unknown,unknown,unknown,2021-01-06,20295980,2021,2021 Q1
619,179,diamond therapeutics,toronto,toronto,biotech,ontario brain institute,ontario brain institute,unknown,2021-01-07,0,2021,2021 Q1
620,702,willow,toronto,toronto,propertytech,unknown,unknown,seed,2021-01-07,1300000,2021,2021 Q1
621,36,apollo,vancouver,british columbia,insurtech,gravitas securities,"gravitas securities, liberty mutual insurance, trisura",series a,2021-01-07,13500000,2021,2021 Q1
622,495,precision os,british columbia,british columbia,healthtech,parvizi surgical innovation,parvizi surgical innovation,unknown,2021-01-07,0,2021,2021 Q1
623,339,konnectics,toronto,toronto,edtech,unknown,unknown,pre-seed,2021-01-10,0,2021,2021 Q1
624,498,prodigy education,toronto,toronto,edtech,tpg growth,"canadian business growth fund, tpg growth",series b,2021-01-12,159000000,2021,2021 Q1
625,551,sensei labs,toronto,toronto,saas,plymouth growth,plymouth growth,series a,2021-01-12,8300000,2021,2021 Q1
626,369,luxxee,vancouver,british columbia,retailtech,unknown,unknown,seed,2021-01-13,1000000,2021,2021 Q1
627,150,communyco,toronto,toronto,social,unknown,unknown,pre-seed,2021-01-15,76362,2021,2021 Q1
628,286,homewise,toronto,toronto,propertytech,unknown,mars investment accelerator fund,seed,2021-01-15,3000000,2021,2021 Q1
629,439,omnie integrated services,vancouver,british columbia,saas,unknown,fulmer capital partners,pre-seed,2021-01-15,0,2021,2021 Q1
630,484,plasticspot,vancouver,british columbia,saas,unknown,private investor,seed,2021-01-16,127270,2021,2021 Q1
631,189,e-zinc,toronto,toronto,cleantech,bdc capital,bdc capital,unknown,2021-01-18,2300000,2021,2021 Q1
632,287,hopeful,toronto,toronto,ai,unknown,unknown,pre-seed,2021-01-18,400000,2021,2021 Q1
633,698,weavair,toronto,toronto,cleantech,unknown,unknown,grant,2021-01-18,0,2021,2021 Q1
634,542,satellos bioscience,toronto,toronto,pharmaceutical,parent project muscular dystrophy,parent project muscular dystrophy,grant,2021-01-19,1273500,2021,2021 Q1
635,501,proton technologies,calgary,alberta,cleantech,unknown,unknown,unknown,2021-01-19,458181,2021,2021 Q1
636,305,innodem neurosciences,montreal,quebec,healthtech,morningside group,morningside group,series a,2021-01-19,7599600,2021,2021 Q1
637,723,zetane systems,montreal,quebec,ai,fondation montréal,fondation montréal,grant,2021-01-19,10000,2021,2021 Q1
638,54,autozen,vancouver,british columbia,saas,unknown,unknown,seed,2021-01-20,4200000,2021,2021 Q1
639,208,eli health,montreal,quebec,healthtech,"2048 ventures, vectr","2048 ventures, medteq+, panache ventures, ramen ventures, real ventures, steve arless, techstars, vectr",seed,2021-01-21,1900000,2021,2021 Q1
641,79,blackcart,toronto,toronto,ecommerce,"hyde park venture partners, origin ventures","500 startups, christian sullivan, citi ventures, dean bakes, greg rudin, hyde park venture partners, nicholas pirollo, origin ventures, struck capital",series a,2021-01-25,11200000,2021,2021 Q1
642,1,3e nano,waterloo,waterloo region,cleantech,unknown,volo earth ventures,seed,2021-01-25,0,2021,2021 Q1
643,3,abdera therapeutics,vancouver,british columbia,healthtech,unknown,unknown,seed,2021-01-25,8000000,2021,2021 Q1
644,35,aplic.io,vancouver,british columbia,edtech,techstars seattle accelerator,"techstars, techstars seattle accelerator",pre-seed,2021-01-25,152856,2021,2021 Q1
645,620,tealbook,toronto,toronto,data,rtp global,"bdc capital, grand ventures, reciprocal ventures, refinery ventures, rtp global, s&p global, standup ventures, workday ventures",series a,2021-01-26,18200000,2021,2021 Q1
646,137,clouddx,waterloo region,waterloo region,healthtech,unknown,unknown,unknown,2021-01-26,500000,2021,2021 Q1
647,140,cnergreen,calgary,alberta,cleantech,techstars energy accelerator in partnership with equinor,"techstars, techstars energy accelerator in partnership with equinor",pre-seed,2021-01-26,152424,2021,2021 Q1
648,133,clearpath robotics,waterloo,waterloo region,robotics,unknown,unknown,series c,2021-02-12,6333000,2021,2021 Q1
649,388,migrations.ml,toronto,toronto,ai,"barclays accelerator, powered by techstars - new york","barclays accelerator, powered by techstars - new york, techstars",pre-seed,2021-01-28,153720,2021,2021 Q1
650,705,wize,british columbia,british columbia,edtech,unknown,"luma launch, panache ventures",unknown,2021-01-28,3843000,2021,2021 Q1
651,568,sixth wave innovations,british columbia,british columbia,healthtech,unknown,unknown,unknown,2021-01-29,319500,2021,2021 Q1
652,720,zennea technologies,surrey,british columbia,healthtech,unknown,unknown,seed,2021-01-29,1000000,2021,2021 Q1
654,117,cell ag tech,toronto,toronto,agtech,unknown,unknown,series a,2021-02-01,0,2021,2021 Q1
655,375,maxia,toronto,toronto,ai,forum ventures,"forum ventures, right side capital management",pre-seed,2021-02-01,128240,2021,2021 Q1
656,646,trackitt,toronto,toronto,saas,unknown,"stanley +techstars ai in advanced manufacturing, techstars",seed,2021-02-01,153888,2021,2021 Q1
657,119,certn,victoria,british columbia,ai,unknown,unknown,series a,2021-02-01,9500000,2021,2021 Q1
658,434,nyoka design labs,british columbia,british columbia,biotech,unknown,indiebio,pre-seed,2021-02-01,640000,2021,2021 Q1
659,295,iriscx,calgary,alberta,saas,unknown,high park angels,seed,2021-02-01,0,2021,2021 Q1
660,73,benevity,calgary,alberta,saas,unknown,unknown,unknown,2021-02-01,0,2021,2021 Q1
661,583,spaceful,montreal,quebec,logisticstech,unknown,unknown,seed,2021-02-01,1429876,2021,2021 Q1
662,453,orchid b,montreal,quebec,legaltech,unknown,unknown,pre-seed,2021-02-01,200000,2021,2021 Q1
663,1068,tidy app,montreal,quebec,consumer,unknown,unknown,pre-seed,2021-02-02,128180,2021,2021 Q1
664,387,metisdao,toronto,toronto,fintech,unknown,"ac capital, chain capital, kernel capital, waterdrip capital",seed,2021-02-03,1278300,2021,2021 Q1
665,671,veerum,calgary,alberta,saas,builders vc,"brick & mortar ventures, builders vc, creative ventures, evok innovations, intergen",series a,2021-02-03,7400000,2021,2021 Q1
666,128,chrysalabs,montreal,quebec,agtech,unknown,unknown,seed,2021-02-03,1300000,2021,2021 Q1
667,269,grubx,toronto,toronto,saas,government of canada,government of canada,unknown,2021-02-04,76968,2021,2021 Q1
668,644,top hat,toronto,toronto,edtech,georgian,georgian,series e,2021-02-04,164658000,2021,2021 Q1
669,116,cavelo,waterloo,waterloo region,cybersecurity,mars investment accelerator fund,"mark morin, mars investment accelerator fund",pre-seed,2021-02-04,1300000,2021,2021 Q1
670,25,alkemi,toronto,toronto,cryptocurrency,unknown,d64 ventures,unknown,2021-02-05,894390,2021,2021 Q1
671,601,storeo,toronto,toronto,marketplace,unknown,unknown,pre-seed,2021-02-05,0,2021,2021 Q1
672,350,ledn,toronto,toronto,fintech,white star capital,"cmt digital ventures, coinbase ventures, darrow holdings, global founders capital, kingsway capital, white star capital",seed,2021-02-08,3400000,2021,2021 Q1
673,432,nuro corp.,waterloo region,waterloo region,hci,ontario centres of excellence,ontario centres of excellence,grant,2021-02-08,50000,2021,2021 Q1
674,668,upmeals,vancouver,british columbia,consumer,unknown,unknown,seed,2021-02-08,800000,2021,2021 Q1
675,359,livelii,toronto,toronto,fintech,unknown,unknown,equity crowdfunding,2021-02-09,346318,2021,2021 Q1
676,614,symend,calgary,alberta,fintech,inovia capital,"inovia capital, telus ventures",series b,2021-02-09,54000000,2021,2021 Q1
677,423,notch therapeutics,toronto,toronto,biotech,unknown,"allogene therapeutics, amplitude venture capital, casdin capital, centre for commercialization of regenerative medicine, ecor1 capital, lumira ventures, samsara biocapital",series a,2021-02-10,107856500,2021,2021 Q1
678,371,manifest climate,toronto,toronto,saas,unknown,"active impact investments, bryker, garage capital, golden ventures, klass capital, mark jaine, omers ventures",seed,2021-02-10,6500000,2021,2021 Q1
679,252,fraction,vancouver,british columbia,fintech,impression ventures,"global founders capital, impression ventures, panache ventures, primetime partners",unknown,2021-02-10,289000000,2021,2021 Q1
680,44,arolytics,calgary,alberta,analytics,unknown,"m-tech innovations, metiquity ventures, volta labs",seed,2021-02-10,710000,2021,2021 Q1
681,397,mogile technologies,montreal,quebec,cleantech,natural resources canada,natural resources canada,grant,2021-02-10,23689,2021,2021 Q1
682,144,coinsquare,toronto,toronto,fintech,mogo,mogo,unknown,2021-02-11,56400000,2021,2021 Q1
683,293,hydrostor,toronto,toronto,greentech,unknown,unknown,unknown,2021-02-11,1600000,2021,2021 Q1
684,25,alkemi,toronto,toronto,cryptocurrency,unknown,d64 ventures,unknown,2021-02-11,1902900,2021,2021 Q1
685,352,li-cycle,toronto,toronto,cleantech,unknown,unknown,unknown,2021-02-11,4000000,2021,2021 Q1
686,424,novamera,toronto,toronto,biotech,unknown,unknown,unknown,2021-02-11,3000000,2021,2021 Q1
687,507,qd solar,toronto,toronto,nanotech,unknown,unknown,unknown,2021-02-11,5300000,2021,2021 Q1
688,605,sulvaris,calgary,alberta,agtech,unknown,unknown,unknown,2021-02-11,1300000,2021,2021 Q1
689,197,edgehog,montreal,quebec,nanotech,unknown,unknown,unknown,2021-02-11,2500000,2021,2021 Q1
690,113,car scanner,toronto,toronto,ai,unknown,high park angels,pre-seed,2021-02-12,152532,2021,2021 Q1
691,321,kent imaging,calgary,alberta,healthtech,tvm capital life science,tvm capital life science,unknown,2021-02-12,18999000,2021,2021 Q1
692,97,briza,toronto,toronto,insurtech,investment group of santa barbara,"500 startups, investment group of santa barbara",series a,2021-02-14,10200000,2021,2021 Q1
693,694,voltsafe,vancouver,british columbia,autotech,unknown,unknown,seed,2021-02-15,1250000,2021,2021 Q1
694,228,felix health,toronto,toronto,healthtech,whitecap venture partners,"brandproject, h venture partners, mantella venture partners, whitecap venture partners",series a,2021-02-16,10000000,2021,2021 Q1
695,402,motion gestures,waterloo,waterloo region,ai,allen miner,"allen miner, china canada angel alliance, golden triangle angel network, keiretsu forum, propel(x), udtara ventures",seed,2021-02-16,2500000,2021,2021 Q1
696,191,eavor,calgary,alberta,cleantech,unknown,"bdc capital, bp ventures, chevron technology ventures, eversource energy, temasek holdings, vickers venture partners",unknown,2021-02-16,50700000,2021,2021 Q1
697,523,ribbit,toronto,toronto,aerospace,2048 ventures,"2048 ventures, rainfall ventures, velocity",pre-seed,2021-02-20,0,2021,2021 Q1
698,28,amacathera,toronto,toronto,biotech,lumira ventures,"bdc capital, cr capital management, inveready, lumira ventures, mars investment accelerator fund, mbx capital, sprout bioventures, standup ventures, viva bioinnovator",series a,2021-02-22,10300000,2021,2021 Q1
699,88,borrowell,toronto,toronto,fintech,unknown,"bdc capital, equitable bank, ia financial group, impact engine, kensington capital partners limited, national bank of canada, portage ventures, white star capital",series c,2021-02-22,25000000,2021,2021 Q1
700,612,swtch,toronto,toronto,cleantech,active impact investments,"active impact investments, giga investments corp",seed,2021-02-22,2400000,2021,2021 Q1
701,574,snack app,vancouver,british columbia,consumer,"coelius capital, kindred ventures","coelius capital, garage capital, golden ventures, kindred ventures, n49p, panache ventures, side door ventures",pre-seed,2021-02-22,4400000,2021,2021 Q1
702,122,chargelab,toronto,toronto,iot,"construct capital, root ventures","construct capital, expansion venture capital, highline beta, maple vc, notation capital, root ventures, urban us",seed,2021-02-23,5419290,2021,2021 Q1
703,473,peak power,toronto,toronto,cleantech,unknown,"bdc capital, canadian shield capital, export development canada, sensata technologies, the atmospheric fund (taf)",series a,2021-02-23,12000000,2021,2021 Q1
704,558,shipvista.com,toronto,toronto,ecommerce,vinotronics and co corp,vinotronics and co corp,seed,2021-02-23,189000,2021,2021 Q1
705,141,codegem,waterloo,waterloo region,saas,unknown,"capitalt, garage capital, joshua browder, mike baker",pre-seed,2021-02-23,737275,2021,2021 Q1
706,719,zenhub,vancouver,british columbia,saas,unknown,"adam gross, bdc capital, emanuel pleitez, jiaona zhang, oji udezue, ripple ventures",seed,2021-02-23,5900000,2021,2021 Q1
707,504,psilotec,calgary,alberta,biotech,unknown,unknown,seed,2021-02-23,49681,2021,2021 Q1
709,324,keycafe,british columbia,british columbia,propertytech,unknown,unknown,unknown,2021-02-24,1294401,2021,2021 Q1
710,25,alkemi,toronto,toronto,cryptocurrency,unknown,d64 ventures,unknown,2021-02-25,3007200,2021,2021 Q1
711,649,tradecafe,toronto,toronto,marketplace,round13 capital,round13 capital,unknown,2021-02-25,10000000,2021,2021 Q1
712,291,hyas,victoria,british columbia,cybersecurity,s3 ventures,"205 capital, cyber mentor fund, dcode, m12 - microsoft's venture fund, s3 ventures, startup capital ventures, tightline holdings, uncorrelated ventures, wesley clover",series b,2021-02-25,20000000,2021,2021 Q1
713,109,canada stablecorp,toronto,toronto,blockchain,unknown,unknown,seed,2021-02-26,2000000,2021,2021 Q1
714,426,novarc technologies,british columbia,british columbia,robotics,unknown,unknown,unknown,2021-02-26,2600000,2021,2021 Q1
715,379,medaki,toronto,toronto,healthtech,unknown,ryerson university,pre-seed,2021-03-01,20000,2021,2021 Q1
716,333,knnct,toronto,toronto,fintech,unknown,cfv ventures,pre-seed,2021-03-01,50644,2021,2021 Q1
717,678,verdi,vancouver,british columbia,ai,unknown,unknown,pre-seed,2021-04-01,980000,2021,2021 Q1
718,229,field safe solutions,calgary,alberta,saas,unknown,unknown,unknown,2021-03-01,180626,2021,2021 Q1
719,273,hardbacon,montreal,quebec,fintech,unknown,unknown,equity crowdfunding,2021-03-01,1476779,2021,2021 Q1
720,641,timechain,montreal,quebec,fintech,unknown,cfv ventures,pre-seed,2021-03-01,50644,2021,2021 Q1
721,48,artms,burnaby,british columbia,biotech,innovate bc,innovate bc,grant,2021-03-02,378780,2021,2021 Q1
722,184,dooly,vancouver,british columbia,ai,addition,"addition, allison pickens, battery ventures, boldstart ventures, boxgroup, brandon deer, daniel dines, harry stebbings, jay simons, mantis venture capital, sv angel, zander lurie",series a,2021-03-03,21472700,2021,2021 Q1
724,407,mysafe society,british columbia,british columbia,pharmaceutical,health canada,health canada,grant,2021-03-03,4420850,2021,2021 Q1
725,490,pocketpills,surrey,british columbia,healthtech,telus ventures,"telus ventures, waterbridge ventures",series b,2021-03-03,37893000,2021,2021 Q1
726,157,corvista health,toronto,toronto,healthtech,unknown,"ambix life science fund i, medventure partners",series c,2021-03-04,82329000,2021,2021 Q1
727,575,snapcommerce,toronto,toronto,ecommerce,"inovia capital, lion capital","acrew capital, bee partners, full in partners, inovia capital, lion capital, telstra ventures, thayer ventures",series b,2021-03-04,107000000,2021,2021 Q1
728,50,athennian,calgary,alberta,legaltech,arthur ventures,"arthur ventures, atb financial, bcf ventures, intergen capital, jack newton, round13 capital, sergio a. escobar, touchdown ventures",series a,2021-03-04,7000000,2021,2021 Q1
729,99,budge studios,montreal,quebec,games,bdc capital,bdc capital,unknown,2021-03-04,0,2021,2021 Q1
730,143,coinsmart,toronto,toronto,cryptocurrency,unknown,unknown,seed,2021-03-05,4500000,2021,2021 Q1
731,560,sidedrawer,toronto,toronto,saas,unknown,the david slabodkin family trust,unknown,2021-03-05,0,2021,2021 Q1
732,78,bitcoinblack,toronto,toronto,fintech,fd7 ventures,fd7 ventures,unknown,2021-03-07,0,2021,2021 Q1
733,654,trufan,toronto,toronto,martech,moneta ventures,"athlete tech group, curtis christophersen, derrick favors, gp ventures, jason robins, kyle kuzma, michele romanow, moneta ventures, protocol ventures, round13 capital, thaddeus young",seed,2021-03-09,2906050,2021,2021 Q1
734,710,wrapbook,toronto,toronto,hrtech,andreessen horowitz,"andreessen horowitz, equal ventures, uncork capital",series a,2021-03-09,34198200,2021,2021 Q1
735,171,damon,vancouver,british columbia,autotech,"benevolent capital, sol global investments","benevolent capital, smarthub, sol global investments",series a,2021-03-10,37911000,2021,2021 Q1
736,250,forma ai,toronto,toronto,ai,crosslink capital,"crosslink capital, golden ventures, panache ventures, uncork capital, xfund",series a,2021-03-11,12500000,2021,2021 Q1
737,338,koho financial,toronto,toronto,fintech,ttv capital,"drive capital, portage ventures, ttv capital",series c,2021-03-15,50000000,2021,2021 Q1
738,177,defi ventures,british columbia,british columbia,fintech,unknown,unknown,seed,2021-03-11,2000000,2021,2021 Q1
739,262,genxys health care systems,vancouver,british columbia,biotech,unknown,unknown,seed,2021-03-11,3008309,2021,2021 Q1
740,281,heyday ai,montreal,quebec,ai,unknown,"desjardins venture capital, innovobot",seed,2021-03-11,6500000,2021,2021 Q1
741,183,doggo health,toronto,toronto,pettech,unknown,unknown,pre-seed,2021-03-12,0,2021,2021 Q1
742,130,citylitics,toronto,toronto,ai,unknown,unknown,pre-seed,2021-03-12,1074377,2021,2021 Q1
743,188,firefly exchange,toronto,toronto,blockchain,"defiance capital, three arrows capital","alameda research, altonomy, bixin ventures, cms holdings, defiance capital, fenbushi capital, huobi, hypersphere ventures, iosg ventures, kronos research, ledgerprime, mechanism capital, parafi capital, pnyx ventures, polychain, three arrows capital, wintermute trading",seed,2021-03-13,7970534,2021,2021 Q1
744,688,vital biosciences,toronto,toronto,biotech,unknown,rhythm vc,seed,2021-03-15,0,2021,2021 Q1
745,285,holmetrics,calgary,alberta,analytics,unknown,unknown,pre-seed,2021-03-15,173452,2021,2021 Q1
746,142,coinchange,toronto,toronto,cryptocurrency,unknown,good news ventures,seed,2021-03-16,0,2021,2021 Q1
747,95,brim financial,toronto,toronto,fintech,"desjardins group, epic ventures","desjardins group, epic ventures, goeasy, impression ventures, white owl capital partners",series b,2021-03-16,31137500,2021,2021 Q1
748,431,nuport robotics,toronto,toronto,robotics,government of ontario,government of ontario,grant,2021-03-16,1245500,2021,2021 Q1
749,360,livescale,montreal,quebec,saas,"granicus group, luge capital","founderfuel, frenchfounders, granicus group, inovia capital, luge capital, panache ventures, real ventures",seed,2021-03-16,2500000,2021,2021 Q1
750,393,mintgreen,burnaby,british columbia,cryptocurrency,coinshares,"alex blikstad, coinshares, cristofoli contracting, frank hinek, hard money collective, kevin shaw, matjažek horne, meltem demirors, michael deeg, michael kordyback, nelson investments, oscar plag, peter poka, rus newton, vipul goyal",seed,2021-03-17,0,2021,2021 Q1
751,687,visualping,vancouver,british columbia,saas,mistral venture partners,"mistral venture partners, n49p",seed,2021-03-17,2493000,2021,2021 Q1
752,345,launchtrip,vancouver,british columbia,traveltech,axis capital ventures corp.,axis capital ventures corp.,seed,2021-03-18,4700000,2021,2021 Q1
753,609,svante,british columbia,british columbia,cleantech,"carbon direct, chart industries, export development canada, suncor energy, temasek holdings","bdc capital, carbon direct, chart industries, chevron technology ventures, chrysalix venture capital, export development canada, ogci climate investments, suncor energy, temasek holdings, the roda group",series d,2021-03-18,124580000,2021,2021 Q1
754,46,arteria ai,toronto,toronto,ai,"illuminate financial, information venture partners","golden ventures, illuminate financial, information venture partners, standup ventures",series a,2021-03-22,13700000,2021,2021 Q1
755,56,aviron interactive,toronto,toronto,healthtech,y combinator,"alarko ventures, esas ventures, y combinator",seed,2021-03-22,0,2021,2021 Q1
756,363,loginid,toronto,toronto,cybersecurity,unknown,unknown,seed,2021-03-22,6000000,2021,2021 Q1
758,544,sbx robotics,toronto,toronto,robotics,y combinator,y combinator,seed,2021-03-22,0,2021,2021 Q1
759,220,exact imaging,toronto,toronto,biotech,"bdc capital, export development canada","bdc capital, export development canada",unknown,2021-03-23,5100000,2021,2021 Q1
760,180,disco,toronto,toronto,edtech,"golden ventures, gsv ventures, quiet capital","arati sharma, brandon chu, farhan thawar, garage capital, global founders capital, golden ventures, graph ventures, gsv ventures, inovia capital, ivan yuen, mantella venture partners, matt wyndowe, michael kives, michele romanow, n49p, quiet capital, rob goldman, satish kanwar, standup ventures, tarun sachdeva",seed,2021-03-24,6000000,2021,2021 Q1
761,463,ozonebio,toronto,toronto,biotech,sosv,"indiebio, sosv",seed,2021-03-24,0,2021,2021 Q1
762,161,covalent,british columbia,british columbia,blockchain,hashed,"ankr, avalanche, binance, chorus one, coinbase ventures, delphi ventures, elrond, figment, hashed, hypersphere ventures, moonbeam network, near, stakewith.us",unknown,2021-03-24,2512400,2021,2021 Q1
763,288,hopper,montreal,quebec,traveltech,capital one,"capital one, citi ventures, gs growth, inovia capital, westcap",series f,2021-03-24,213000000,2021,2021 Q1
764,470,pathway medical,montreal,quebec,healthtech,unknown,unknown,seed,2021-03-25,0,2021,2021 Q1
765,460,overactive media group,toronto,toronto,esports,unknown,unknown,unknown,2021-03-26,821378,2021,2021 Q1
766,661,tyltgo,waterloo,waterloo region,logisticstech,ti platform management,"charlie songhurst, ti platform management, y combinator",seed,2021-03-29,2300000,2021,2021 Q1
